nodeTotal, psuTotal, totalTime
40272.135416666664,43350.694444444445,125
38116.84782608695,40545.13888888888,125
40035.82608695652,43637.66666666667,124
38293.269230769234,42578.125,125
38295.21276595745,43184.02777777778,125
