dcmiTotal, influxTotal, totalTime
23394.809523809523,27135.449999999997,141
22103.972972972973,25618.916666666668,141
21914.516129032258,25375.0,140
23209.72972972973,24381.0,140
22075.899999999998,24498.75,141
