dcmiTotal, influxTotal, totalTime
26317.139737991267,32361.607142857145,275
27259.375,15097.5,275
26201.872727272726,14747.071428571428,274
26177.170305676853,15008.02380952381,274
26293.46846846847,14685.0,275
