dcmiTotal, influxTotal, totalTime
21783.723958333336,25452.375,227
21587.860215053763,25654.766666666666,226
22822.102040816328,11578.6,228
21690.447368421053,11875.883333333333,227
22654.346368715083,11648.883333333333,227
